Provinsi,Kabupaten,Kecamatan,Urea Tunggal (kg/ha),SP-36 (kg/ha),KCl (kg/ha),NPK 15-10-12 (kg/ha),Urea Majemuk (kg/ha)
JAWA TENGAH,MAGELANG,DUKUN,350,50,100,250,275
JAWA TENGAH,MAGELANG,MUNTILAN,350,50,100,250,275
JAWA TENGAH,MAGELANG,MUNGKID,350,50,100,250,275
JAWA TENGAH,MAGELANG,SAWANGAN,350,50,100,250,275
JAWA TENGAH,MAGELANG,CANDIMULYO,350,50,100,250,275
JAWA TENGAH,MAGELANG,MERTOYUDAN,350,50,100,250,275
JAWA TENGAH,MAGELANG,TEMPURAN,350,50,50,250,275
JAWA TENGAH,MAGELANG,KAJORAN,350,50,100,250,275
JAWA TENGAH,MAGELANG,KALIANGKRIK,350,50,100,250,275
JAWA TENGAH,MAGELANG,BANDONGAN,350,50,50,250,275
JAWA TENGAH,MAGELANG,WINDUSARI,350,50,50,250,275
JAWA TENGAH,MAGELANG,SECANG,350,50,50,250,275
JAWA TENGAH,MAGELANG,TEGALREJO,350,50,50,250,275
JAWA TENGAH,MAGELANG,PAKIS,250,50,50,250,175
JAWA TENGAH,MAGELANG,GRABAG,250,50,50,250,175
JAWA TENGAH,MAGELANG,NGABLAK,300,50,100,250,225
JAWA TENGAH,BOYOLALI,SELO,300,50,50,250,225
JAWA TENGAH,BOYOLALI,GLADAGSARI,300,50,50,250,225
JAWA TENGAH,BOYOLALI,AMPEL,300,50,50,250,225
JAWA TENGAH,BOYOLALI,CEPOGO,300,50,50,250,225
JAWA TENGAH,BOYOLALI,MUSUK,300,50,50,250,225
JAWA TENGAH,BOYOLALI,TAMANSARI,300,50,50,250,225
JAWA TENGAH,BOYOLALI,BOYOLALI,300,50,50,250,225
JAWA TENGAH,BOYOLALI,MOJOSONGO,350,50,50,250,275
JAWA TENGAH,BOYOLALI,TERAS,350,50,50,250,275
JAWA TENGAH,BOYOLALI,SAWIT,300,50,50,250,225
JAWA TENGAH,BOYOLALI,BANYUDONO,300,50,50,250,225
JAWA TENGAH,BOYOLALI,SAMBI,350,50,50,250,275
JAWA TENGAH,BOYOLALI,NGEMPLAK,300,50,50,250,225
JAWA TENGAH,BOYOLALI,NOGOSARI,350,75,50,300,250
JAWA TENGAH,BOYOLALI,SIMO,300,75,50,300,200
JAWA TENGAH,BOYOLALI,KARANG GEDE,300,50,50,250,225
JAWA TENGAH,BOYOLALI,KLEGO,300,50,50,250,225
JAWA TENGAH,BOYOLALI,ANDONG,300,75,50,300,200
JAWA TENGAH,BOYOLALI,KEMUSU,300,50,50,250,225
JAWA TENGAH,BOYOLALI,WONOSEGORO,300,50,50,250,225
JAWA TENGAH,BOYOLALI,JUWANGI,300,50,50,250,225
JAWA TENGAH,BOYOLALI,WONOSAMODRO,300,50,50,250,225
JAWA TENGAH,KLATEN,PRAMBANAN,350,50,50,250,275
JAWA TENGAH,KLATEN,GANTIWARNO,350,50,50,250,275
JAWA TENGAH,KLATEN,WEDI,350,50,50,250,275
JAWA TENGAH,KLATEN,BAYAT,350,50,50,250,275
JAWA TENGAH,KLATEN,CAWAS,350,50,50,250,275
JAWA TENGAH,KLATEN,TRUCUK,350,50,50,250,275
JAWA TENGAH,KLATEN,KALIKOTES,350,50,50,250,275
JAWA TENGAH,KLATEN,KEBONARUM,350,50,50,250,275
JAWA TENGAH,KLATEN,JOGONALAN,350,50,50,250,275
JAWA TENGAH,KLATEN,MANISRENGGO,350,50,50,250,275
JAWA TENGAH,KLATEN,KARANGNONGKO,350,50,50,250,275
JAWA TENGAH,KLATEN,NGAWEN,350,50,50,250,275
JAWA TENGAH,KLATEN,CEPER,350,50,50,250,275
JAWA TENGAH,KLATEN,PEDAN,350,50,50,250,275
JAWA TENGAH,KLATEN,KARANGDOWO,350,50,50,250,275
JAWA TENGAH,KLATEN,JUWIRING,350,50,50,250,275
JAWA TENGAH,KLATEN,WONOSARI,350,50,50,250,275
JAWA TENGAH,KLATEN,DELANGGU,350,50,50,250,275
JAWA TENGAH,KLATEN,POLANHARJO,350,50,50,250,275
JAWA TENGAH,KLATEN,KARANGANOM,350,50,50,250,275
JAWA TENGAH,KLATEN,TULUNG,350,50,50,250,275
JAWA TENGAH,KLATEN,JATINOM,350,50,100,250,275
JAWA TENGAH,KLATEN,KEMALANG,350,50,50,250,275
JAWA TENGAH,KLATEN,KLATEN SELATAN,350,50,50,250,275
JAWA TENGAH,KLATEN,KLATEN TENGAH,350,50,50,250,275
JAWA TENGAH,KLATEN,KLATEN UTARA,350,50,50,250,275
JAWA TENGAH,SUKOHARJO,WERU,350,50,50,250,275
JAWA TENGAH,SUKOHARJO,BULU,350,50,50,250,275
JAWA TENGAH,SUKOHARJO,TAWANGSARI,350,50,50,250,275
JAWA TENGAH,SUKOHARJO,SUKOHARJO,350,50,100,250,275
JAWA TENGAH,SUKOHARJO,NGUTER,350,50,50,250,275
JAWA TENGAH,SUKOHARJO,BENDOSARI,350,50,100,250,275
JAWA TENGAH,SUKOHARJO,POLOKARTO,350,50,100,250,275
JAWA TENGAH,SUKOHARJO,MOJOLABAN,350,50,100,250,275
JAWA TENGAH,SUKOHARJO,GROGOL,350,50,100,250,275
JAWA TENGAH,SUKOHARJO,BAKI,350,50,50,250,275
JAWA TENGAH,SUKOHARJO,GATAK,350,50,50,250,275
JAWA TENGAH,SUKOHARJO,KARTASURA,350,50,50,250,275
JAWA TENGAH,WONOGIRI,PRACIMANTORO,250,50,50,250,175
JAWA TENGAH,WONOGIRI,PARANGGUPITO,300,50,50,250,225
JAWA TENGAH,WONOGIRI,GIRITONTRO,250,50,50,250,175
JAWA TENGAH,WONOGIRI,GIRIWOYO,300,50,50,250,225
JAWA TENGAH,WONOGIRI,BATUWARNO,300,50,50,250,225
JAWA TENGAH,WONOGIRI,KARANGTENGAH,300,50,50,250,225
JAWA TENGAH,WONOGIRI,TIRTOMOYO,350,50,50,250,275
JAWA TENGAH,WONOGIRI,NGUNTORONADI,300,50,100,250,225
JAWA TENGAH,WONOGIRI,BATURETNO,350,50,50,250,275
JAWA TENGAH,WONOGIRI,EROMOKO,300,50,50,250,225
JAWA TENGAH,WONOGIRI,WURYANTORO,350,50,50,250,275
JAWA TENGAH,WONOGIRI,MANYARAN,300,50,50,250,225
JAWA TENGAH,WONOGIRI,SELOGIRI,350,50,100,250,275
JAWA TENGAH,WONOGIRI,WONOGIRI,300,50,100,250,225
JAWA TENGAH,WONOGIRI,NGADIROJO,300,50,100,250,225
JAWA TENGAH,WONOGIRI,SIDOHARJO,300,50,100,250,225
JAWA TENGAH,WONOGIRI,JATIROTO,300,50,100,250,225
JAWA TENGAH,WONOGIRI,KISMANTORO,300,50,100,250,225
JAWA TENGAH,WONOGIRI,PURWANTORO,300,50,50,250,225
JAWA TENGAH,WONOGIRI,BULUKERTO,300,50,50,250,225
JAWA TENGAH,WONOGIRI,PUHPELEM,300,50,50,250,225
JAWA TENGAH,WONOGIRI,SLOGOHIMO,300,50,50,250,225
JAWA TENGAH,WONOGIRI,JATISRONO,300,50,50,250,225
JAWA TENGAH,WONOGIRI,JATIPURNO,350,50,50,250,275
JAWA TENGAH,WONOGIRI,GIRIMARTO,350,50,50,250,275
JAWA TENGAH,KARANGANYAR,JATIPURO,350,50,50,250,275
JAWA TENGAH,KARANGANYAR,JATIYOSO,350,50,50,250,275
JAWA TENGAH,KARANGANYAR,JUMAPOLO,350,75,100,300,250
JAWA TENGAH,KARANGANYAR,JUMANTONO,350,75,100,300,250
JAWA TENGAH,KARANGANYAR,MATESIH,350,50,50,250,275
JAWA TENGAH,KARANGANYAR,TAWANGMANGU,350,50,50,250,275
JAWA TENGAH,KARANGANYAR,NGARGOYOSO,350,50,50,250,275
JAWA TENGAH,KARANGANYAR,KARANGPANDAN,350,50,50,250,275
JAWA TENGAH,KARANGANYAR,KARANGANYAR,350,75,100,300,250
JAWA TENGAH,KARANGANYAR,TASIKMADU,350,50,100,250,275
JAWA TENGAH,KARANGANYAR,JATEN,350,50,100,250,275
JAWA TENGAH,KARANGANYAR,COLOMADU,350,50,50,250,275
JAWA TENGAH,KARANGANYAR,GONDANGREJO,350,50,50,250,275
JAWA TENGAH,KARANGANYAR,KEBAKKRAMAT,350,50,50,250,275
JAWA TENGAH,KARANGANYAR,MOJOGEDANG,350,50,50,250,275
JAWA TENGAH,KARANGANYAR,KERJO,350,50,50,250,275
JAWA TENGAH,KARANGANYAR,JENAWI,350,50,50,250,275
JAWA TENGAH,SRAGEN,KALIJAMBE,350,50,50,250,275
JAWA TENGAH,SRAGEN,PLUPUH,350,50,50,250,275
JAWA TENGAH,SRAGEN,MASARAN,350,50,50,250,275
JAWA TENGAH,SRAGEN,KEDAWUNG,350,50,50,250,275
JAWA TENGAH,SRAGEN,SAMBIREJO,350,50,50,250,275
JAWA TENGAH,SRAGEN,GONDANG,350,50,50,250,275
JAWA TENGAH,SRAGEN,SAMBUNG MACAN,350,50,50,250,275
JAWA TENGAH,SRAGEN,NGRAMPAL,350,50,50,250,275
JAWA TENGAH,SRAGEN,KARANGMALANG,350,50,50,250,275
JAWA TENGAH,SRAGEN,SRAGEN,350,50,50,250,275
JAWA TENGAH,SRAGEN,SIDOHARJO,350,50,50,250,275
JAWA TENGAH,SRAGEN,TANON,350,50,50,250,275
JAWA TENGAH,SRAGEN,GEMOLONG,350,50,50,250,275
JAWA TENGAH,SRAGEN,MIRI,350,50,50,250,275
JAWA TENGAH,SRAGEN,SUMBERLAWANG,350,50,50,250,275
JAWA TENGAH,SRAGEN,MONDOKAN,350,50,50,250,275
JAWA TENGAH,SRAGEN,SUKODONO,350,50,50,250,275
JAWA TENGAH,SRAGEN,GESI,350,50,50,250,275
JAWA TENGAH,SRAGEN,TANGEN,350,50,50,250,275
JAWA TENGAH,SRAGEN,JENAR,350,50,50,250,275
JAWA TENGAH,GROBOGAN,KEDUNGJATI,350,50,50,250,275
JAWA TENGAH,GROBOGAN,KARANGRAYUNG,350,50,50,250,275
JAWA TENGAH,GROBOGAN,PENAWANGAN,350,50,50,250,275
JAWA TENGAH,GROBOGAN,TOROH,350,50,50,250,275
JAWA TENGAH,GROBOGAN,GEYER,350,50,50,250,275
JAWA TENGAH,GROBOGAN,PULOKULON,350,50,50,250,275
JAWA TENGAH,GROBOGAN,KRADENAN,350,50,50,250,275
JAWA TENGAH,GROBOGAN,GABUS,350,50,50,250,275
JAWA TENGAH,GROBOGAN,NGARINGAN,350,50,50,250,275
JAWA TENGAH,GROBOGAN,WIROSARI,350,50,50,250,275
JAWA TENGAH,GROBOGAN,TAWANGHARJO,350,50,50,250,275
JAWA TENGAH,GROBOGAN,GROBOGAN,350,50,50,250,275
JAWA TENGAH,GROBOGAN,PURWODADI,350,50,50,250,275
JAWA TENGAH,GROBOGAN,BRATI,350,50,50,250,275
JAWA TENGAH,GROBOGAN,KLAMBU,350,50,50,250,275
JAWA TENGAH,GROBOGAN,GODONG,350,50,50,250,275
JAWA TENGAH,GROBOGAN,GUBUG,350,50,50,250,275
JAWA TENGAH,GROBOGAN,TEGOWANU,350,50,50,250,275
JAWA TENGAH,GROBOGAN,TANGGUNGHARJO,350,50,50,250,275
JAWA TENGAH,BLORA,JATI,300,50,50,250,225
JAWA TENGAH,BLORA,RANDUBLATUNG,350,50,50,250,275
JAWA TENGAH,BLORA,KRADENAN,350,50,50,250,275
JAWA TENGAH,BLORA,KEDUNGTUBAN,350,50,50,250,275
JAWA TENGAH,BLORA,CEPU,350,50,50,250,275
JAWA TENGAH,BLORA,SAMBONG,300,50,50,250,225
JAWA TENGAH,BLORA,JIKEN,300,50,50,250,225
JAWA TENGAH,BLORA,BOGOREJO,300,50,50,250,225
JAWA TENGAH,BLORA,JEPON,350,50,50,250,275
JAWA TENGAH,BLORA,BLORA,350,50,50,250,275
JAWA TENGAH,BLORA,BANJAREJO,350,50,50,250,275
JAWA TENGAH,BLORA,TUNJUNGAN,300,50,50,250,225
JAWA TENGAH,BLORA,JAPAH,300,50,50,250,225
JAWA TENGAH,BLORA,NGAWEN,350,50,50,250,275
JAWA TENGAH,BLORA,KUNDURAN,350,50,50,250,275
JAWA TENGAH,BLORA,TODANAN,350,50,50,250,275
JAWA TENGAH,REMBANG,SUMBER,250,50,50,250,175
JAWA TENGAH,REMBANG,BULU,300,50,50,250,225
JAWA TENGAH,REMBANG,GUNEM,250,50,50,250,175
JAWA TENGAH,REMBANG,SALE,250,50,50,250,175
JAWA TENGAH,REMBANG,SARANG,250,50,50,250,175
JAWA TENGAH,REMBANG,SEDAN,250,50,50,250,175
JAWA TENGAH,REMBANG,PAMOTAN,250,50,50,250,175
JAWA TENGAH,REMBANG,SULANG,250,50,50,250,175
JAWA TENGAH,REMBANG,KALIORI,250,75,100,300,150
JAWA TENGAH,REMBANG,REMBANG,250,50,100,250,175
JAWA TENGAH,REMBANG,PANCUR,250,50,50,250,175
JAWA TENGAH,REMBANG,KRAGAN,250,50,50,250,175
JAWA TENGAH,REMBANG,SLUKE,300,50,50,250,225
JAWA TENGAH,REMBANG,LASEM,300,50,50,250,225
JAWA TENGAH,PATI,SUKOLILO,350,50,50,250,275
JAWA TENGAH,PATI,KAYEN,350,50,50,250,275
JAWA TENGAH,PATI,TAMBAKROMO,350,50,50,250,275
JAWA TENGAH,PATI,WINONG,350,50,50,250,275
JAWA TENGAH,PATI,PUCAKWANGI,350,75,100,300,250
JAWA TENGAH,PATI,JAKEN,350,50,50,250,275
JAWA TENGAH,PATI,BATANGAN,350,50,50,250,275
JAWA TENGAH,PATI,JUWANA,350,50,50,250,275
JAWA TENGAH,PATI,JAKENAN,350,50,50,250,275
JAWA TENGAH,PATI,PATI,350,50,50,250,275
JAWA TENGAH,PATI,GABUS,350,50,50,250,275
JAWA TENGAH,PATI,MARGOREJO,350,50,50,250,275
JAWA TENGAH,PATI,GEMBONG,350,50,50,250,275
JAWA TENGAH,PATI,TLOGOWUNGU,350,50,50,250,275
JAWA TENGAH,PATI,WEDARIJAKSA,350,50,50,250,275
JAWA TENGAH,PATI,TRANGKIL,350,50,50,250,275
JAWA TENGAH,PATI,MARGOYOSO,350,50,50,250,275
JAWA TENGAH,PATI,GUNUNG WUNGKAL,350,50,50,250,275
JAWA TENGAH,PATI,CLUWAK,350,50,50,250,275
JAWA TENGAH,PATI,TAYU,350,50,50,250,275
JAWA TENGAH,PATI,DUKUHSETI,350,50,50,250,275
JAWA TENGAH,KUDUS,KALIWUNGU,350,50,50,250,275
JAWA TENGAH,KUDUS,KOTA KUDUS,350,50,50,250,275
JAWA TENGAH,KUDUS,JATI,350,50,50,250,275
JAWA TENGAH,KUDUS,UNDAAN,350,50,50,250,275
JAWA TENGAH,KUDUS,MEJOBO,350,50,50,250,275
JAWA TENGAH,KUDUS,JEKULO,350,50,50,250,275
JAWA TENGAH,KUDUS,BAE,350,50,50,250,275
JAWA TENGAH,KUDUS,GEBOG,350,50,50,250,275
JAWA TENGAH,KUDUS,DAWE,350,50,50,250,275
JAWA TENGAH,JEPARA,BANGSRI,300,50,50,250,225
JAWA TENGAH,JEPARA,BATEALIT,300,50,50,250,225
JAWA TENGAH,JEPARA,DONOROJO,350,50,50,250,275
JAWA TENGAH,JEPARA,JEPARA,300,50,50,250,225
JAWA TENGAH,JEPARA,KALINYAMATAN,300,50,50,250,225
JAWA TENGAH,JEPARA,KARIMUNJAWA,300,50,50,250,225
JAWA TENGAH,JEPARA,KEDUNG,300,50,50,250,225
JAWA TENGAH,JEPARA,KELING,300,50,50,250,225
JAWA TENGAH,JEPARA,KEMBANG,300,50,50,250,225
JAWA TENGAH,JEPARA,MAYONG,300,50,50,250,225
JAWA TENGAH,JEPARA,MLONGGO,300,50,50,250,225
JAWA TENGAH,JEPARA,NALUMSARI,300,50,50,250,225
JAWA TENGAH,JEPARA,PAKIS AJI,300,50,50,250,225
JAWA TENGAH,JEPARA,PECANGAAN,300,50,50,250,225
JAWA TENGAH,JEPARA,TAHUNAN,300,50,50,250,225
JAWA TENGAH,JEPARA,WELAHAN,300,50,50,250,225
JAWA TENGAH,DEMAK,MRANGGEN,350,50,50,250,275
JAWA TENGAH,DEMAK,KARANGAWEN,350,50,50,250,275
JAWA TENGAH,DEMAK,GUNTUR,350,50,50,250,275
JAWA TENGAH,DEMAK,SAYUNG,350,50,50,250,275
JAWA TENGAH,DEMAK,KARANG TENGAH,350,50,50,250,275
JAWA TENGAH,DEMAK,BONANG,350,50,50,250,275
JAWA TENGAH,DEMAK,DEMAK,350,50,50,250,275
JAWA TENGAH,DEMAK,WONOSALAM,350,50,50,250,275
JAWA TENGAH,DEMAK,DEMPET,350,50,50,250,275
JAWA TENGAH,DEMAK,KEBONAGUNG,350,50,50,250,275
JAWA TENGAH,DEMAK,GAJAH,350,50,50,250,275
JAWA TENGAH,DEMAK,KARANGANYAR,350,50,50,250,275
JAWA TENGAH,DEMAK,MIJEN,350,50,50,250,275
JAWA TENGAH,DEMAK,WEDUNG,350,50,50,250,275
JAWA TENGAH,SEMARANG,GETASAN,350,50,50,250,275
JAWA TENGAH,SEMARANG,TENGARAN,350,50,100,250,275
JAWA TENGAH,SEMARANG,SUSUKAN,350,50,50,250,275
JAWA TENGAH,SEMARANG,KALIWUNGU,350,50,100,250,275
JAWA TENGAH,SEMARANG,SURUH,350,50,50,250,275
JAWA TENGAH,SEMARANG,PABELAN,300,50,100,250,225
JAWA TENGAH,SEMARANG,TUNTANG,300,50,50,250,225
JAWA TENGAH,SEMARANG,BANYUBIRU,300,50,50,250,225
JAWA TENGAH,SEMARANG,JAMBU,350,50,50,250,275
JAWA TENGAH,SEMARANG,SUMOWONO,300,50,50,250,225
JAWA TENGAH,SEMARANG,AMBARAWA,350,50,50,250,275
JAWA TENGAH,SEMARANG,BANDUNGAN,350,50,50,250,275
JAWA TENGAH,SEMARANG,BAWEN,350,50,50,250,275
JAWA TENGAH,SEMARANG,BRINGIN,350,50,50,250,275
JAWA TENGAH,SEMARANG,BANCAK,300,50,50,250,225
JAWA TENGAH,SEMARANG,PRINGAPUS,300,50,50,250,225
JAWA TENGAH,SEMARANG,BERGAS,300,50,50,250,225
JAWA TENGAH,SEMARANG,UNGARAN BARAT,350,50,50,250,275
JAWA TENGAH,SEMARANG,UNGARAN TIMUR,350,50,50,250,275
JAWA TENGAH,TEMANGGUNG,PARAKAN,350,50,100,250,275
JAWA TENGAH,TEMANGGUNG,KLEDUNG,350,50,100,250,275
JAWA TENGAH,TEMANGGUNG,BANSARI,350,50,100,250,275
JAWA TENGAH,TEMANGGUNG,BULU,350,50,100,250,275
JAWA TENGAH,TEMANGGUNG,TEMANGGUNG,350,50,100,250,275
JAWA TENGAH,TEMANGGUNG,TLOGOMULYO,350,50,100,250,275
JAWA TENGAH,TEMANGGUNG,TEMBARAK,350,50,100,250,275
JAWA TENGAH,TEMANGGUNG,SELOPAMPANG,350,50,100,250,275
JAWA TENGAH,TEMANGGUNG,KRANGGAN,350,50,50,250,275
JAWA TENGAH,TEMANGGUNG,PRINGSURAT,350,50,50,250,275
JAWA TENGAH,TEMANGGUNG,KALORAN,350,50,50,250,275
JAWA TENGAH,TEMANGGUNG,KANDANGAN,350,50,100,250,275
JAWA TENGAH,TEMANGGUNG,KEDU,350,50,100,250,275
JAWA TENGAH,TEMANGGUNG,NGADIREJO,350,50,100,250,275
JAWA TENGAH,TEMANGGUNG,JUMO,350,50,100,250,275
JAWA TENGAH,TEMANGGUNG,GEMAWANG,350,50,50,250,275
JAWA TENGAH,TEMANGGUNG,CANDIROTO,350,50,50,250,275
JAWA TENGAH,TEMANGGUNG,BEJEN,350,50,50,250,275
JAWA TENGAH,TEMANGGUNG,TRETEP,300,50,50,250,225
JAWA TENGAH,TEMANGGUNG,WONOBOYO,350,50,100,250,275
JAWA TENGAH,KENDAL,PLANTUNGAN,300,50,50,250,225
JAWA TENGAH,KENDAL,SUKOREJO,300,50,50,250,225
JAWA TENGAH,KENDAL,PAGERRUYUNG,300,50,50,250,225
JAWA TENGAH,KENDAL,PATEAN,300,50,50,250,225
JAWA TENGAH,KENDAL,SINGOROJO,300,50,50,250,225
JAWA TENGAH,KENDAL,LIMBANGAN,300,50,50,250,225
JAWA TENGAH,KENDAL,BOJA,300,50,50,250,225
JAWA TENGAH,KENDAL,KALIWUNGU,300,50,50,250,225
JAWA TENGAH,KENDAL,KALIWUNGU SELATAN,300,50,50,250,225
JAWA TENGAH,KENDAL,BRANGSONG,300,50,50,250,225
JAWA TENGAH,KENDAL,PEGANDON,300,50,50,250,225
JAWA TENGAH,KENDAL,NGAMPEL,300,50,50,250,225
JAWA TENGAH,KENDAL,GEMUH,300,50,50,250,225
JAWA TENGAH,KENDAL,RINGINARUM,300,50,50,250,225
JAWA TENGAH,KENDAL,WELERI,300,50,50,250,225
JAWA TENGAH,KENDAL,ROWOSARI,350,50,50,250,275
JAWA TENGAH,KENDAL,KANGKUNG,300,50,50,250,225
JAWA TENGAH,KENDAL,CEPIRING,300,50,50,250,225
JAWA TENGAH,KENDAL,PATEBON,300,50,50,250,225
JAWA TENGAH,KENDAL,KENDAL,300,50,50,250,225
JAWA TENGAH,BATANG,WONOTUNGGAL,250,50,50,250,175
JAWA TENGAH,BATANG,BANDAR,250,50,50,250,175
JAWA TENGAH,BATANG,BLADO,250,50,50,250,175
JAWA TENGAH,BATANG,REBAN,300,50,50,250,225
JAWA TENGAH,BATANG,BAWANG,300,50,50,250,225
JAWA TENGAH,BATANG,TERSONO,300,50,50,250,225
JAWA TENGAH,BATANG,GRINGSING,300,50,50,250,225
JAWA TENGAH,BATANG,LIMPUNG,300,50,50,250,225
JAWA TENGAH,BATANG,BANYUPUTIH,250,50,50,250,175
JAWA TENGAH,BATANG,SUBAH,300,50,50,250,225
JAWA TENGAH,BATANG,PECALUNGAN,300,50,50,250,225
JAWA TENGAH,BATANG,TULIS,300,50,50,250,225
JAWA TENGAH,BATANG,KANDEMAN,300,50,50,250,225
JAWA TENGAH,BATANG,BATANG,300,50,50,250,225
JAWA TENGAH,BATANG,WARUNG ASEM,300,50,100,250,225
JAWA TENGAH,PEKALONGAN,KANDANGSERANG,300,50,50,250,225
JAWA TENGAH,PEKALONGAN,PANINGGARAN,250,50,100,250,175
JAWA TENGAH,PEKALONGAN,LEBAKBARANG,300,50,100,250,225
JAWA TENGAH,PEKALONGAN,PETUNGKRIYONO,300,50,100,250,225
JAWA TENGAH,PEKALONGAN,TALUN,300,50,100,250,225
JAWA TENGAH,PEKALONGAN,DORO,300,50,100,250,225
JAWA TENGAH,PEKALONGAN,KARANGANYAR,300,50,100,250,225
JAWA TENGAH,PEKALONGAN,KAJEN,300,50,100,250,225
JAWA TENGAH,PEKALONGAN,KESESI,300,50,100,250,225
JAWA TENGAH,PEKALONGAN,SRAGI,300,50,100,250,225
JAWA TENGAH,PEKALONGAN,SIWALAN,300,50,100,250,225
JAWA TENGAH,PEKALONGAN,BOJONG,300,50,50,250,225
JAWA TENGAH,PEKALONGAN,WONOPRINGGO,300,50,100,250,225
JAWA TENGAH,PEKALONGAN,KEDUNGWUNI,300,50,100,250,225
JAWA TENGAH,PEKALONGAN,KARANGDADAP,300,50,100,250,225
JAWA TENGAH,PEKALONGAN,BUARAN,300,50,100,250,225
JAWA TENGAH,PEKALONGAN,TIRTO,300,50,50,250,225
JAWA TENGAH,PEKALONGAN,WIRADESA,300,50,100,250,225
JAWA TENGAH,PEKALONGAN,WONOKERTO,300,50,100,250,225
JAWA TENGAH,PEMALANG,MOGA,300,50,50,250,225
JAWA TENGAH,PEMALANG,WARUNGPRING,350,50,100,250,275
JAWA TENGAH,PEMALANG,PULOSARI,300,50,50,250,225
JAWA TENGAH,PEMALANG,BELIK,300,50,50,250,225
JAWA TENGAH,PEMALANG,WATUKUMPUL,300,50,50,250,225
JAWA TENGAH,PEMALANG,BODEH,350,50,50,250,275
JAWA TENGAH,PEMALANG,BANTARBOLANG,350,50,50,250,275
JAWA TENGAH,PEMALANG,RANDUDONGKAL,350,50,100,250,275
JAWA TENGAH,PEMALANG,PEMALANG,350,50,50,250,275
JAWA TENGAH,PEMALANG,TAMAN,350,50,50,250,275
JAWA TENGAH,PEMALANG,PETARUKAN,350,50,50,250,275
JAWA TENGAH,PEMALANG,AMPELGADING,350,50,50,250,275
JAWA TENGAH,PEMALANG,COMAL,350,50,50,250,275
JAWA TENGAH,PEMALANG,ULUJAMI,350,50,50,250,275
JAWA TENGAH,TEGAL,MARGASARI,350,50,50,250,275
JAWA TENGAH,TEGAL,BUMIJAWA,300,50,100,250,225
JAWA TENGAH,TEGAL,BOJONG,350,50,100,250,275
JAWA TENGAH,TEGAL,BALAPULANG,350,50,50,250,275
JAWA TENGAH,TEGAL,PAGERBARANG,350,50,50,250,275
JAWA TENGAH,TEGAL,LEBAKSIU,350,50,50,250,275
JAWA TENGAH,TEGAL,JATINEGARA,300,50,100,250,225
JAWA TENGAH,TEGAL,KEDUNG BANTENG,350,50,50,250,275
JAWA TENGAH,TEGAL,PANGKAH,350,50,50,250,275
JAWA TENGAH,TEGAL,SLAWI,350,50,50,250,275
JAWA TENGAH,TEGAL,DUKUHWARU,350,50,50,250,275
JAWA TENGAH,TEGAL,ADIWERNA,350,50,50,250,275
JAWA TENGAH,TEGAL,DUKUHTURI,300,50,50,250,225
JAWA TENGAH,TEGAL,TALANG,350,50,50,250,275
JAWA TENGAH,TEGAL,TARUB,350,50,50,250,275
JAWA TENGAH,TEGAL,KRAMAT,300,50,50,250,225
JAWA TENGAH,TEGAL,SURADADI,350,50,50,250,275
JAWA TENGAH,TEGAL,WARUREJA,350,50,50,250,275
JAWA TENGAH,BREBES,SALEM,350,50,50,250,275
JAWA TENGAH,BREBES,BANTARKAWUNG,350,50,50,250,275
JAWA TENGAH,BREBES,BUMIAYU,350,50,50,250,275
JAWA TENGAH,BREBES,PAGUYANGAN,350,50,50,250,275
JAWA TENGAH,BREBES,SIRAMPOG,350,50,50,250,275
JAWA TENGAH,BREBES,TONJONG,350,50,50,250,275
JAWA TENGAH,BREBES,LARANGAN,350,50,50,250,275
JAWA TENGAH,BREBES,KETANGGUNGAN,350,50,50,250,275
JAWA TENGAH,BREBES,BANJARHARJO,350,50,50,250,275
JAWA TENGAH,BREBES,LOSARI,350,50,50,250,275
JAWA TENGAH,BREBES,TANJUNG,350,50,50,250,275
JAWA TENGAH,BREBES,KERSANA,350,50,50,250,275
JAWA TENGAH,BREBES,BULAKAMBA,350,50,50,250,275
JAWA TENGAH,BREBES,WANASARI,350,50,50,250,275
JAWA TENGAH,BREBES,SONGGOM,350,50,50,250,275
JAWA TENGAH,BREBES,JATIBARANG,350,50,50,250,275
JAWA TENGAH,BREBES,BREBES,350,50,50,250,275
JAWA TENGAH,KOTA MAGELANG,MAGELANG SELATAN,350,50,50,250,275
JAWA TENGAH,KOTA MAGELANG,MAGELANG TENGAH,350,50,50,250,275
JAWA TENGAH,KOTA MAGELANG,MAGELANG UTARA,350,50,50,250,275
JAWA TENGAH,KOTA SURAKARTA,LAWEYAN,350,50,50,250,275
JAWA TENGAH,KOTA SURAKARTA,SERENGAN,350,50,50,250,275
JAWA TENGAH,KOTA SURAKARTA,PASAR KLIWON,350,50,50,250,275
JAWA TENGAH,KOTA SURAKARTA,JEBRES,350,50,50,250,275
JAWA TENGAH,KOTA SURAKARTA,BANJARSARI,350,50,50,250,275
JAWA TENGAH,KOTA SALATIGA,ARGOMULYO,350,50,50,250,275
JAWA TENGAH,KOTA SALATIGA,TINGKIR,350,50,50,250,275
JAWA TENGAH,KOTA SALATIGA,SIDOMUKTI,350,50,50,250,275
JAWA TENGAH,KOTA SALATIGA,SIDOREJO,300,50,50,250,225
JAWA TENGAH,KOTA SEMARANG,MIJEN,300,50,50,250,225
