Provinsi,Kabupaten,Kecamatan,Urea Tunggal (kg/ha),SP-36 (kg/ha),KCl (kg/ha),NPK 15-10-12 (kg/ha),Urea Majemuk (kg/ha)
DKI JAKARTA,KOTA JAKARTA TIMUR,CAKUNG,300,50,50,250,225
DKI JAKARTA,KOTA JAKARTA BARAT,KEMBANGAN,300,50,50,250,225
DKI JAKARTA,KOTA JAKARTA BARAT,KALI DERES,300,50,50,250,225
DKI JAKARTA,KOTA JAKARTA UTARA,CILINCING,350,50,50,250,275
JAWA BARAT,BOGOR,NANGGUNG,350,50,50,250,275
JAWA BARAT,BOGOR,LEUWILIANG,350,50,50,250,275
JAWA BARAT,BOGOR,LEUWISADENG,350,50,50,250,275
JAWA BARAT,BOGOR,PAMIJAHAN,350,50,50,250,275
JAWA BARAT,BOGOR,CIBUNGBULANG,350,50,50,250,275
JAWA BARAT,BOGOR,CIAMPEA,350,50,50,250,275
JAWA BARAT,BOGOR,TENJOLAYA,350,50,50,250,275
JAWA BARAT,BOGOR,DRAMAGA,350,50,50,250,275
JAWA BARAT,BOGOR,CIOMAS,350,50,50,250,275
JAWA BARAT,BOGOR,TAMANSARI,350,50,50,250,275
JAWA BARAT,BOGOR,CIJERUK,350,50,50,250,275
JAWA BARAT,BOGOR,CIGOMBONG,350,50,50,250,275
JAWA BARAT,BOGOR,CARINGIN,350,50,50,250,275
JAWA BARAT,BOGOR,CIAWI,350,50,50,250,275
JAWA BARAT,BOGOR,CISARUA,350,50,50,250,275
JAWA BARAT,BOGOR,MEGAMENDUNG,350,50,50,250,275
JAWA BARAT,BOGOR,SUKARAJA,350,50,100,250,275
JAWA BARAT,BOGOR,BABAKAN MADANG,350,50,50,250,275
JAWA BARAT,BOGOR,SUKAMAKMUR,350,50,50,250,275
JAWA BARAT,BOGOR,CARIU,350,50,50,250,275
JAWA BARAT,BOGOR,TANJUNGSARI,350,50,50,250,275
JAWA BARAT,BOGOR,JONGGOL,350,50,50,250,275
JAWA BARAT,BOGOR,CILEUNGSI,350,50,100,250,275
JAWA BARAT,BOGOR,KLAPANUNGGAL,350,50,50,250,275
JAWA BARAT,BOGOR,GUNUNGPUTRI,350,50,100,250,275
JAWA BARAT,BOGOR,CITEUREUP,350,50,50,250,275
JAWA BARAT,BOGOR,CIBINONG,350,50,50,250,275
JAWA BARAT,BOGOR,BOJONGGEDE,350,50,50,250,275
JAWA BARAT,BOGOR,TAJURHALANG,350,50,50,250,275
JAWA BARAT,BOGOR,KEMANG,350,50,50,250,275
JAWA BARAT,BOGOR,RANCABUNGUR,350,50,50,250,275
JAWA BARAT,BOGOR,PARUNG,350,75,50,300,250
JAWA BARAT,BOGOR,CISEENG,350,50,50,250,275
JAWA BARAT,BOGOR,GUNUNGSINDUR,350,75,50,300,250
JAWA BARAT,BOGOR,RUMPIN,350,50,50,250,275
JAWA BARAT,BOGOR,CIGUDEG,350,75,50,300,250
JAWA BARAT,BOGOR,SUKAJAYA,350,50,50,250,275
JAWA BARAT,BOGOR,JASINGA,350,75,50,300,250
JAWA BARAT,BOGOR,TENJO,350,75,50,300,250
JAWA BARAT,BOGOR,PARUNGPANJANG,350,75,50,300,250
JAWA BARAT,SUKABUMI,CIEMAS,350,50,100,250,275
JAWA BARAT,SUKABUMI,CIRACAP,350,50,100,250,275
JAWA BARAT,SUKABUMI,WALURAN,350,50,100,250,275
JAWA BARAT,SUKABUMI,SURADE,350,50,100,250,275
JAWA BARAT,SUKABUMI,CIBITUNG,350,50,100,250,275
JAWA BARAT,SUKABUMI,JAMPANG KULON,350,50,100,250,275
JAWA BARAT,SUKABUMI,CIMANGGU,350,50,100,250,275
JAWA BARAT,SUKABUMI,KALIBUNDER,350,50,100,250,275
JAWA BARAT,SUKABUMI,TEGALBULEUD,350,50,100,250,275
JAWA BARAT,SUKABUMI,CIDOLOG,350,50,100,250,275
JAWA BARAT,SUKABUMI,SAGARANTEN,350,50,50,250,275
JAWA BARAT,SUKABUMI,CIDADAP,350,50,100,250,275
JAWA BARAT,SUKABUMI,CURUG KEMBAR,350,50,50,250,275
JAWA BARAT,SUKABUMI,PABUARAN,350,50,50,250,275
JAWA BARAT,SUKABUMI,LENGKONG,350,50,50,250,275
JAWA BARAT,SUKABUMI,PALABUHANRATU,350,50,50,250,275
JAWA BARAT,SUKABUMI,SIMPENAN,350,50,50,250,275
JAWA BARAT,SUKABUMI,WARUNGKIARA,350,50,50,250,275
JAWA BARAT,SUKABUMI,BANTARGADUNG,350,50,50,250,275
JAWA BARAT,SUKABUMI,JAMPANG TENGAH,350,50,50,250,275
JAWA BARAT,SUKABUMI,PURABAYA,350,50,50,250,275
JAWA BARAT,SUKABUMI,CIKEMBAR,350,50,50,250,275
JAWA BARAT,SUKABUMI,NYALINDUNG,350,50,50,250,275
JAWA BARAT,SUKABUMI,GEGERBITUNG,350,50,50,250,275
JAWA BARAT,SUKABUMI,SUKARAJA,350,50,50,250,275
JAWA BARAT,SUKABUMI,KEBONPEDES,350,50,50,250,275
JAWA BARAT,SUKABUMI,CIREUNGHAS,350,50,50,250,275
JAWA BARAT,SUKABUMI,SUKALARANG,350,50,50,250,275
JAWA BARAT,SUKABUMI,SUKABUMI,350,50,50,250,275
JAWA BARAT,SUKABUMI,KADUDAMPIT,350,50,50,250,275
JAWA BARAT,SUKABUMI,CISAAT,350,50,50,250,275
JAWA BARAT,SUKABUMI,GUNUNGGURUH,350,50,50,250,275
JAWA BARAT,SUKABUMI,CIBADAK,350,50,50,250,275
JAWA BARAT,SUKABUMI,CICANTAYAN,350,50,50,250,275
JAWA BARAT,SUKABUMI,CARINGIN,350,50,50,250,275
JAWA BARAT,SUKABUMI,NAGRAK,350,50,50,250,275
JAWA BARAT,SUKABUMI,CIAMBAR,350,50,50,250,275
JAWA BARAT,SUKABUMI,CICURUG,350,50,50,250,275
JAWA BARAT,SUKABUMI,CIDAHU,350,50,50,250,275
JAWA BARAT,SUKABUMI,PARAKAN SALAK,350,50,50,250,275
JAWA BARAT,SUKABUMI,PARUNG KUDA,350,50,50,250,275
JAWA BARAT,SUKABUMI,BOJONG GENTENG,350,50,50,250,275
JAWA BARAT,SUKABUMI,KALAPANUNGGAL,350,50,50,250,275
JAWA BARAT,SUKABUMI,CIKIDANG,350,50,50,250,275
JAWA BARAT,SUKABUMI,CISOLOK,350,50,50,250,275
JAWA BARAT,SUKABUMI,CIKAKAK,300,50,50,250,225
JAWA BARAT,SUKABUMI,KABANDUNGAN,300,50,50,250,225
JAWA BARAT,CIANJUR,AGRABINTA,350,50,100,250,275
JAWA BARAT,CIANJUR,LELES,350,50,100,250,275
JAWA BARAT,CIANJUR,SINDANGBARANG,300,50,100,250,225
JAWA BARAT,CIANJUR,CIDAUN,350,50,100,250,275
JAWA BARAT,CIANJUR,NARINGGUL,350,50,100,250,275
JAWA BARAT,CIANJUR,CIBINONG,300,50,100,250,225
JAWA BARAT,CIANJUR,CIKADU,300,50,100,250,225
JAWA BARAT,CIANJUR,TANGGEUNG,350,50,100,250,275
JAWA BARAT,CIANJUR,PASIRKUDA,300,50,100,250,225
JAWA BARAT,CIANJUR,KADUPANDAK,300,50,100,250,225
JAWA BARAT,CIANJUR,CIJATI,250,50,100,250,175
JAWA BARAT,CIANJUR,TAKOKAK,300,50,100,250,225
JAWA BARAT,CIANJUR,SUKANAGARA,350,50,100,250,275
JAWA BARAT,CIANJUR,PAGELARAN,300,50,100,250,225
JAWA BARAT,CIANJUR,CAMPAKA,350,50,50,250,275
JAWA BARAT,CIANJUR,CAMPAKA MULYA,350,50,50,250,275
JAWA BARAT,CIANJUR,CIBEBER,300,50,50,250,225
JAWA BARAT,CIANJUR,WARUNGKONDANG,350,50,50,250,275
JAWA BARAT,CIANJUR,GEKBRONG,350,50,50,250,275
JAWA BARAT,CIANJUR,CILAKU,350,50,50,250,275
JAWA BARAT,CIANJUR,SUKALUYU,350,50,50,250,275
JAWA BARAT,CIANJUR,BOJONGPICUNG,350,50,50,250,275
JAWA BARAT,CIANJUR,HAURWANGI,350,50,50,250,275
JAWA BARAT,CIANJUR,CIRANJANG,350,50,50,250,275
JAWA BARAT,CIANJUR,MANDE,350,50,50,250,275
JAWA BARAT,CIANJUR,KARANGTENGAH,300,50,50,250,225
JAWA BARAT,CIANJUR,CIANJUR,350,50,50,250,275
JAWA BARAT,CIANJUR,CUGENANG,300,50,50,250,225
JAWA BARAT,CIANJUR,PACET,350,50,50,250,275
JAWA BARAT,CIANJUR,CIPANAS,350,50,50,250,275
JAWA BARAT,CIANJUR,SUKARESMI,350,50,50,250,275
JAWA BARAT,CIANJUR,CIKALONGKULON,300,50,50,250,225
JAWA BARAT,BANDUNG,CIWIDEY,350,50,50,250,275
JAWA BARAT,BANDUNG,RANCABALI,350,50,50,250,275
JAWA BARAT,BANDUNG,PASIR JAMBU,350,50,50,250,275
JAWA BARAT,BANDUNG,CIMAUNG,350,50,50,250,275
JAWA BARAT,BANDUNG,PANGALENGAN,350,50,50,250,275
JAWA BARAT,BANDUNG,KERTASARI,350,50,100,250,275
JAWA BARAT,BANDUNG,PACET,350,50,100,250,275
JAWA BARAT,BANDUNG,IBUN,350,50,100,250,275
JAWA BARAT,BANDUNG,PASEH,350,50,100,250,275
JAWA BARAT,BANDUNG,CIKANCUNG,350,50,100,250,275
JAWA BARAT,BANDUNG,CICALENGKA,350,50,100,250,275
JAWA BARAT,BANDUNG,NAGREG,350,50,100,250,275
JAWA BARAT,BANDUNG,RANCAEKEK,350,50,100,250,275
JAWA BARAT,BANDUNG,MAJALAYA,350,50,100,250,275
JAWA BARAT,BANDUNG,SOLOKANJERUK,350,50,100,250,275
JAWA BARAT,BANDUNG,CIPARAY,350,50,100,250,275
JAWA BARAT,BANDUNG,BALEENDAH,350,50,100,250,275
JAWA BARAT,BANDUNG,ARJASARI,350,50,50,250,275
JAWA BARAT,BANDUNG,BANJARAN,350,50,50,250,275
JAWA BARAT,BANDUNG,CANGKUANG,350,50,50,250,275
JAWA BARAT,BANDUNG,PAMEUNGPEUK,350,50,50,250,275
JAWA BARAT,BANDUNG,KATAPANG,350,50,50,250,275
JAWA BARAT,BANDUNG,SOREANG,350,50,50,250,275
JAWA BARAT,BANDUNG,KUTAWARINGIN,350,50,50,250,275
JAWA BARAT,BANDUNG,MARGAASIH,350,50,100,250,275
JAWA BARAT,BANDUNG,MARGAHAYU,350,50,100,250,275
JAWA BARAT,BANDUNG,DAYEUHKOLOT,350,50,100,250,275
JAWA BARAT,BANDUNG,BOJONGSOANG,350,50,100,250,275
JAWA BARAT,BANDUNG,CILEUNYI,350,50,100,250,275
JAWA BARAT,BANDUNG,CILENGKRANG,350,50,100,250,275
JAWA BARAT,BANDUNG,CIMENYAN,350,50,100,250,275
JAWA BARAT,GARUT,CISEWU,350,50,100,250,275
JAWA BARAT,GARUT,CARINGIN,350,75,100,300,250
JAWA BARAT,GARUT,TALEGONG,350,50,100,250,275
JAWA BARAT,GARUT,BUNGBULANG,350,50,100,250,275
JAWA BARAT,GARUT,MEKARMUKTI,350,75,100,300,250
JAWA BARAT,GARUT,PAMULIHAN,350,50,100,250,275
JAWA BARAT,GARUT,PAKENJENG,350,50,100,250,275
JAWA BARAT,GARUT,CIKELET,350,50,100,250,275
JAWA BARAT,GARUT,PAMEUNGPEUK,350,50,100,250,275
JAWA BARAT,GARUT,CIBALONG,350,50,100,250,275
JAWA BARAT,GARUT,CISOMPET,350,50,100,250,275
JAWA BARAT,GARUT,PEUNDEUY,350,50,50,250,275
JAWA BARAT,GARUT,SINGAJAYA,350,50,50,250,275
JAWA BARAT,GARUT,CIHURIP,350,50,100,250,275
JAWA BARAT,GARUT,CIKAJANG,350,50,100,250,275
JAWA BARAT,GARUT,BANJARWANGI,350,50,100,250,275
JAWA BARAT,GARUT,CILAWU,350,50,50,250,275
JAWA BARAT,GARUT,BAYONGBONG,350,50,50,250,275
JAWA BARAT,GARUT,CIGEDUG,350,50,50,250,275
JAWA BARAT,GARUT,CISURUPAN,350,50,50,250,275
JAWA BARAT,GARUT,SUKARESMI,350,50,50,250,275
JAWA BARAT,GARUT,SAMARANG,350,50,50,250,275
JAWA BARAT,GARUT,PASIRWANGI,350,50,50,250,275
JAWA BARAT,GARUT,TAROGONG KIDUL,350,50,50,250,275
JAWA BARAT,GARUT,TAROGONG KALER,350,50,50,250,275
JAWA BARAT,GARUT,GARUT KOTA,350,50,50,250,275
JAWA BARAT,GARUT,KARANGPAWITAN,350,50,50,250,275
JAWA BARAT,GARUT,WANARAJA,350,50,50,250,275
JAWA BARAT,GARUT,SUCINARAJA,350,50,50,250,275
JAWA BARAT,GARUT,PANGATIKAN,350,50,50,250,275
JAWA BARAT,GARUT,SUKAWENING,350,50,50,250,275
JAWA BARAT,GARUT,KARANGTENGAH,350,50,50,250,275
JAWA BARAT,GARUT,BANYURESMI,350,50,50,250,275
JAWA BARAT,GARUT,LELES,350,50,50,250,275
JAWA BARAT,GARUT,LEUWIGOONG,350,50,50,250,275
JAWA BARAT,GARUT,CIBATU,350,50,50,250,275
JAWA BARAT,GARUT,KERSAMANAH,350,50,50,250,275
JAWA BARAT,GARUT,CIBIUK,350,50,50,250,275
JAWA BARAT,GARUT,KADUNGORA,350,50,50,250,275
JAWA BARAT,GARUT,BLUBUR LIMBANGAN,350,50,50,250,275
JAWA BARAT,GARUT,SELAAWI,350,50,50,250,275
JAWA BARAT,GARUT,MALANGBONG,350,50,50,250,275
JAWA BARAT,TASIKMALAYA,BANTARKALONG,350,50,100,250,275
JAWA BARAT,TASIKMALAYA,BOJONGASIH,350,50,100,250,275
JAWA BARAT,TASIKMALAYA,BOJONGGAMBIR,350,50,50,250,275
JAWA BARAT,TASIKMALAYA,CIAWI,350,50,50,250,275
JAWA BARAT,TASIKMALAYA,CIBALONG,350,50,50,250,275
JAWA BARAT,TASIKMALAYA,CIGALONTANG,350,50,50,250,275
JAWA BARAT,TASIKMALAYA,CIKALONG,350,50,50,250,275
JAWA BARAT,TASIKMALAYA,CIKATOMAS,350,50,50,250,275
JAWA BARAT,TASIKMALAYA,CINEAM,350,50,50,250,275
JAWA BARAT,TASIKMALAYA,CIPATUJAH,350,50,50,250,275
JAWA BARAT,TASIKMALAYA,CISAYONG,350,50,50,250,275
JAWA BARAT,TASIKMALAYA,CULAMEGA,350,50,50,250,275
JAWA BARAT,TASIKMALAYA,GUNUNGTANJUNG,350,50,50,250,275
JAWA BARAT,TASIKMALAYA,JAMANIS,350,50,50,250,275
JAWA BARAT,TASIKMALAYA,JATIWARAS,350,50,50,250,275
JAWA BARAT,TASIKMALAYA,KADIPATEN,350,50,100,250,275
JAWA BARAT,TASIKMALAYA,KARANGJAYA,350,50,50,250,275
JAWA BARAT,TASIKMALAYA,KARANGNUNGGAL,350,50,50,250,275
JAWA BARAT,TASIKMALAYA,LEUWISARI,350,50,50,250,275
JAWA BARAT,TASIKMALAYA,MANGUNREJA,350,50,50,250,275
JAWA BARAT,TASIKMALAYA,MANONJAYA,350,50,50,250,275
JAWA BARAT,TASIKMALAYA,PADAKEMBANG,350,50,50,250,275
JAWA BARAT,TASIKMALAYA,PAGERAGEUNG,350,50,100,250,275
JAWA BARAT,TASIKMALAYA,PANCATENGAH,350,50,50,250,275
JAWA BARAT,TASIKMALAYA,PARUNGPONTENG,350,50,50,250,275
JAWA BARAT,TASIKMALAYA,PUSPAHIANG,350,50,50,250,275
JAWA BARAT,TASIKMALAYA,RAJAPOLAH,350,50,50,250,275
JAWA BARAT,TASIKMALAYA,SALAWU,350,50,50,250,275
JAWA BARAT,TASIKMALAYA,SALOPA,350,50,50,250,275
JAWA BARAT,TASIKMALAYA,SARIWANGI,350,50,50,250,275
JAWA BARAT,TASIKMALAYA,SINGAPARNA,350,50,50,250,275
JAWA BARAT,TASIKMALAYA,SODONGHILIR,350,50,100,250,275
JAWA BARAT,TASIKMALAYA,SUKAHENING,350,50,50,250,275
JAWA BARAT,TASIKMALAYA,SUKARAJA,350,50,50,250,275
JAWA BARAT,TASIKMALAYA,SUKARAME,350,50,50,250,275
JAWA BARAT,TASIKMALAYA,SUKARATU,350,50,50,250,275
JAWA BARAT,TASIKMALAYA,SUKARESIK,350,50,100,250,275
JAWA BARAT,TASIKMALAYA,TANJUNGJAYA,350,50,50,250,275
JAWA BARAT,TASIKMALAYA,TARAJU,350,50,100,250,275
JAWA BARAT,CIAMIS,BANJARANYAR,350,50,50,250,275
JAWA BARAT,CIAMIS,BANJARSARI,350,75,50,300,250
JAWA BARAT,CIAMIS,LAKBOK,350,50,50,250,275
JAWA BARAT,CIAMIS,PURWADADI,350,50,50,250,275
JAWA BARAT,CIAMIS,PAMARICAN,350,50,50,250,275
JAWA BARAT,CIAMIS,CIDOLOG,350,50,50,250,275
JAWA BARAT,CIAMIS,CIMARAGAS,350,50,50,250,275
JAWA BARAT,CIAMIS,CIJEUNGJING,350,50,50,250,275
JAWA BARAT,CIAMIS,CISAGA,350,50,50,250,275
JAWA BARAT,CIAMIS,TAMBAKSARI,350,50,50,250,275
JAWA BARAT,CIAMIS,RANCAH,350,50,50,250,275
JAWA BARAT,CIAMIS,RAJADESA,350,50,50,250,275
JAWA BARAT,CIAMIS,SUKADANA,350,50,50,250,275
JAWA BARAT,CIAMIS,CIAMIS,350,50,50,250,275
JAWA BARAT,CIAMIS,BAREGBEG,350,50,50,250,275
JAWA BARAT,CIAMIS,CIKONENG,350,50,50,250,275
JAWA BARAT,CIAMIS,SINDANGKASIH,350,50,50,250,275
JAWA BARAT,CIAMIS,CIHAURBEUTI,350,50,50,250,275
JAWA BARAT,CIAMIS,SADANANYA,350,50,50,250,275
JAWA BARAT,CIAMIS,CIPAKU,350,50,50,250,275
JAWA BARAT,CIAMIS,JATINAGARA,350,50,50,250,275
JAWA BARAT,CIAMIS,PANAWANGAN,350,50,50,250,275
JAWA BARAT,CIAMIS,KAWALI,350,50,50,250,275
JAWA BARAT,CIAMIS,LUMBUNG,350,50,50,250,275
JAWA BARAT,CIAMIS,PANJALU,350,50,50,250,275
JAWA BARAT,CIAMIS,SUKAMANTRI,350,50,50,250,275
JAWA BARAT,CIAMIS,PANUMBANGAN,350,50,100,250,275
JAWA BARAT,KUNINGAN,DARMA,350,50,50,250,275
JAWA BARAT,KUNINGAN,KADUGEDE,350,50,50,250,275
JAWA BARAT,KUNINGAN,NUSAHERANG,350,50,50,250,275
JAWA BARAT,KUNINGAN,CINIRU,350,50,50,250,275
JAWA BARAT,KUNINGAN,HANTARA,350,50,50,250,275
JAWA BARAT,KUNINGAN,SELAJAMBE,350,50,50,250,275
JAWA BARAT,KUNINGAN,SUBANG,350,50,50,250,275
JAWA BARAT,KUNINGAN,CILEBAK,350,50,50,250,275
JAWA BARAT,KUNINGAN,CIWARU,350,50,50,250,275
JAWA BARAT,KUNINGAN,KARANG KANCANA,350,50,50,250,275
JAWA BARAT,KUNINGAN,CIBINGBIN,350,50,100,250,275
JAWA BARAT,KUNINGAN,CIBEUREUM,350,50,100,250,275
JAWA BARAT,KUNINGAN,LURAGUNG,350,50,50,250,275
JAWA BARAT,KUNINGAN,CIMAHI,350,50,100,250,275
JAWA BARAT,KUNINGAN,CIDAHU,350,50,50,250,275
JAWA BARAT,KUNINGAN,KALIMANGGIS,350,50,50,250,275
JAWA BARAT,KUNINGAN,CIAWIGEBANG,350,50,50,250,275
JAWA BARAT,KUNINGAN,CIPICUNG,350,50,50,250,275
JAWA BARAT,KUNINGAN,LEBAKWANGI,350,50,50,250,275
JAWA BARAT,KUNINGAN,MALEBER,350,50,50,250,275
JAWA BARAT,KUNINGAN,GARAWANGI,350,50,50,250,275
JAWA BARAT,KUNINGAN,SINDANGAGUNG,350,50,50,250,275
JAWA BARAT,KUNINGAN,KUNINGAN,350,50,50,250,275
JAWA BARAT,KUNINGAN,CIGUGUR,350,50,50,250,275
JAWA BARAT,KUNINGAN,KRAMATMULYA,350,50,50,250,275
JAWA BARAT,KUNINGAN,JALAKSANA,350,50,50,250,275
JAWA BARAT,KUNINGAN,JAPARA,350,50,50,250,275
JAWA BARAT,KUNINGAN,CILIMUS,350,50,50,250,275
JAWA BARAT,KUNINGAN,CIGANDAMEKAR,350,50,50,250,275
JAWA BARAT,KUNINGAN,MANDIRANCAN,350,50,50,250,275
JAWA BARAT,KUNINGAN,PANCALANG,350,50,50,250,275
JAWA BARAT,KUNINGAN,PASAWAHAN,350,50,50,250,275
JAWA BARAT,CIREBON,WALED,350,50,50,250,275
JAWA BARAT,CIREBON,PASALEMAN,350,50,50,250,275
JAWA BARAT,CIREBON,CILEDUG,350,50,50,250,275
JAWA BARAT,CIREBON,PABUARAN,350,50,50,250,275
JAWA BARAT,CIREBON,LOSARI,350,50,100,250,275
JAWA BARAT,CIREBON,PABEDILAN,350,50,100,250,275
JAWA BARAT,CIREBON,BABAKAN,350,50,50,250,275
JAWA BARAT,CIREBON,GEBANG,350,50,50,250,275
JAWA BARAT,CIREBON,KARANGSEMBUNG,350,50,50,250,275
JAWA BARAT,CIREBON,KARANGWARENG,350,50,50,250,275
JAWA BARAT,CIREBON,LEMAHABANG,350,50,50,250,275
JAWA BARAT,CIREBON,SUSUKAN LEBAK,350,50,50,250,275
JAWA BARAT,CIREBON,SEDONG,350,50,50,250,275
JAWA BARAT,CIREBON,ASTANAJAPURA,350,50,50,250,275
JAWA BARAT,CIREBON,PANGENAN,350,50,50,250,275
JAWA BARAT,CIREBON,MUNDU,350,50,50,250,275
JAWA BARAT,CIREBON,BEBER,350,50,50,250,275
JAWA BARAT,CIREBON,GREGED,350,50,50,250,275
JAWA BARAT,CIREBON,TALUN,350,50,50,250,275
JAWA BARAT,CIREBON,SUMBER,350,50,50,250,275
JAWA BARAT,CIREBON,DUKUPUNTANG,350,50,50,250,275
JAWA BARAT,CIREBON,PALIMANAN,350,75,50,300,250
JAWA BARAT,CIREBON,PLUMBON,350,75,50,300,250
JAWA BARAT,CIREBON,DEPOK,350,50,50,250,275
JAWA BARAT,CIREBON,WERU,350,50,50,250,275
JAWA BARAT,CIREBON,PLERED,350,75,50,300,250
JAWA BARAT,CIREBON,TENGAHTANI,350,75,50,300,250
JAWA BARAT,CIREBON,KEDAWUNG,350,75,50,300,250
JAWA BARAT,CIREBON,GUNUNGJATI,350,75,50,300,250
JAWA BARAT,CIREBON,KAPETAKAN,350,50,50,250,275
JAWA BARAT,CIREBON,SURANENGGALA,350,75,50,300,250
JAWA BARAT,CIREBON,KLANGENAN,350,75,50,300,250
JAWA BARAT,CIREBON,JAMBLANG,350,75,50,300,250
JAWA BARAT,CIREBON,ARJAWINANGUN,350,50,50,250,275
JAWA BARAT,CIREBON,PANGURAGAN,350,50,50,250,275
JAWA BARAT,CIREBON,CIWARINGIN,350,50,50,250,275
JAWA BARAT,CIREBON,GEMPOL,350,50,50,250,275
JAWA BARAT,CIREBON,SUSUKAN,350,50,50,250,275
JAWA BARAT,CIREBON,GEGESIK,350,50,50,250,275
JAWA BARAT,CIREBON,KALIWEDI,350,50,50,250,275
JAWA BARAT,MAJALENGKA,LEMAHSUGIH,350,50,50,250,275
JAWA BARAT,MAJALENGKA,BANTARUJEG,350,50,50,250,275
JAWA BARAT,MAJALENGKA,MALAUSMA,350,50,50,250,275
JAWA BARAT,MAJALENGKA,CIKIJING,350,50,50,250,275
JAWA BARAT,MAJALENGKA,CINGAMBUL,350,50,50,250,275
JAWA BARAT,MAJALENGKA,TALAGA,350,50,50,250,275
JAWA BARAT,MAJALENGKA,BANJARAN,350,50,50,250,275
JAWA BARAT,MAJALENGKA,ARGAPURA,350,50,50,250,275
JAWA BARAT,MAJALENGKA,MAJA,350,50,50,250,275
JAWA BARAT,MAJALENGKA,MAJALENGKA,350,50,50,250,275
JAWA BARAT,MAJALENGKA,CIGASONG,350,50,50,250,275
JAWA BARAT,MAJALENGKA,SUKAHAJI,350,50,50,250,275
JAWA BARAT,MAJALENGKA,SINDANG,350,50,50,250,275
JAWA BARAT,MAJALENGKA,RAJAGALUH,350,50,50,250,275
JAWA BARAT,MAJALENGKA,SINDANGWANGI,350,50,50,250,275
JAWA BARAT,MAJALENGKA,LEUWIMUNDING,350,50,50,250,275
JAWA BARAT,MAJALENGKA,PALASAH,350,50,50,250,275
JAWA BARAT,MAJALENGKA,JATIWANGI,350,50,50,250,275
JAWA BARAT,MAJALENGKA,DAWUAN,350,50,50,250,275
JAWA BARAT,MAJALENGKA,KASOKANDEL,350,50,50,250,275
JAWA BARAT,MAJALENGKA,PANYINGKIRAN,350,50,50,250,275
JAWA BARAT,MAJALENGKA,KADIPATEN,350,50,50,250,275
JAWA BARAT,MAJALENGKA,KERTAJATI,350,50,50,250,275
JAWA BARAT,MAJALENGKA,JATITUJUH,350,50,50,250,275
JAWA BARAT,MAJALENGKA,LIGUNG,350,50,50,250,275
JAWA BARAT,MAJALENGKA,SUMBERJAYA,350,50,50,250,275
JAWA BARAT,SUMEDANG,JATINANGOR,350,50,50,250,275
JAWA BARAT,SUMEDANG,CIMANGGUNG,350,50,50,250,275
JAWA BARAT,SUMEDANG,TANJUNGSARI,350,50,50,250,275
JAWA BARAT,SUMEDANG,SUKASARI,350,50,50,250,275
JAWA BARAT,SUMEDANG,PAMULIHAN,350,50,50,250,275
JAWA BARAT,SUMEDANG,RANCAKALONG,350,50,50,250,275
JAWA BARAT,SUMEDANG,SUMEDANG SELATAN,350,50,50,250,275
JAWA BARAT,SUMEDANG,SUMEDANG UTARA,350,50,50,250,275
JAWA BARAT,SUMEDANG,GANEAS,350,50,50,250,275
JAWA BARAT,SUMEDANG,SITURAJA,350,50,50,250,275
JAWA BARAT,SUMEDANG,CISITU,350,50,50,250,275
JAWA BARAT,SUMEDANG,DARMARAJA,350,50,50,250,275
JAWA BARAT,SUMEDANG,CIBUGEL,350,50,50,250,275
JAWA BARAT,SUMEDANG,WADO,350,50,50,250,275
JAWA BARAT,SUMEDANG,JATINUNGGAL,350,50,50,250,275
JAWA BARAT,SUMEDANG,JATIGEDE,350,50,50,250,275
JAWA BARAT,SUMEDANG,TOMO,350,50,50,250,275
JAWA BARAT,SUMEDANG,UJUNGJAYA,350,50,50,250,275
JAWA BARAT,SUMEDANG,CONGGEANG,350,50,50,250,275
JAWA BARAT,SUMEDANG,PASEH,350,50,50,250,275
JAWA BARAT,SUMEDANG,CIMALAKA,350,50,50,250,275
JAWA BARAT,SUMEDANG,CISARUA,350,50,50,250,275
JAWA BARAT,SUMEDANG,TANJUNGKERTA,350,75,50,300,250
JAWA BARAT,SUMEDANG,TANJUNGMEDAR,350,75,50,300,250
JAWA BARAT,SUMEDANG,BUAHDUA,350,50,50,250,275
JAWA BARAT,SUMEDANG,SURIAN,350,50,50,250,275
JAWA BARAT,INDRAMAYU,HAURGEULIS,300,50,50,250,225
JAWA BARAT,INDRAMAYU,GANTAR,350,50,100,250,275
JAWA BARAT,INDRAMAYU,KROYA,350,50,100,250,275
JAWA BARAT,INDRAMAYU,GABUSWETAN,350,50,50,250,275
JAWA BARAT,INDRAMAYU,CIKEDUNG,350,50,50,250,275
JAWA BARAT,INDRAMAYU,TERISI,350,50,100,250,275
JAWA BARAT,INDRAMAYU,LELEA,350,50,50,250,275
JAWA BARAT,INDRAMAYU,BANGODUA,300,50,50,250,225
JAWA BARAT,INDRAMAYU,TUKDANA,300,50,50,250,225
JAWA BARAT,INDRAMAYU,WIDASARI,300,50,50,250,225
JAWA BARAT,INDRAMAYU,KERTASEMAYA,350,50,50,250,275
JAWA BARAT,INDRAMAYU,SUKAGUMIWANG,300,50,50,250,225
JAWA BARAT,INDRAMAYU,KRANGKENG,350,50,50,250,275
JAWA BARAT,INDRAMAYU,KARANGAMPEL,350,50,50,250,275
JAWA BARAT,INDRAMAYU,KEDOKANBUNDER,350,50,50,250,275
